=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2020.12.21 16:21:41 =~=~=~=~=~=~=~=~=~=~=~=
Adafruit MPU6050 test!
MPU6050 Found!
Accelerometer range set to: +-8G
0.12 -0.13 0.70 4.97 26
-0.01 -0.08 0.65 4.94 21
-0.11 -0.11 0.66 4.90 29
0.17 -0.06 0.67 4.86 42
0.52 -0.09 0.65 4.79 50
0.37 -0.05 0.59 4.71 47
0.07 -0.04 0.57 4.60 49
0.30 -0.09 0.58 4.50 62
0.59 -0.08 0.56 4.38 73
0.85 -0.15 0.50 4.27 74
0.55 -0.17 0.42 4.11 67
0.60 -0.21 0.38 3.95 70
0.78 -0.13 0.32 3.77 71
0.77 -0.10 0.23 3.57 60
0.66 -0.10 0.16 3.33 55
0.75 -0.13 0.11 3.12 55
0.76 -0.16 0.07 2.90 59
0.67 -0.12 0.05 2.68 64
0.71 -0.09 0.02 -0.23 162
0.71 -0.08 -0.01 -0.24 156
0.69 -0.13 -0.04 -0.24 150
0.70 -0.15 -0.06 -0.20 147
0.73 -0.13 -0.05 -0.44 161
0.70 -0.09 -0.03 -0.30 164
0.83 -0.03 0.00 -0.26 176
0.85 0.01 0.01 -0.27 181
0.97 -0.03 -0.02 -0.28 180
0.93 -0.15 -0.06 -0.28 174
0.79 -0.20 -0.08 -0.57 182
0.77 -0.15 -0.06 -0.86 199
1.04 -0.10 -0.05 -1.16 219
1.73 0.03 -0.10 -1.55 234
2.13 0.08 -0.31 -1.90 207
2.42 -0.10 -0.59 -2.28 165
2.25 -0.26 -0.87 -2.68 114
1.72 -0.10 -1.11 -3.08 66
1.59 0.08 -1.26 -3.48 37
1.84 0.51 -1.43 -3.88 6
1.39 0.36 -1.62 -4.27 39
1.05 -0.14 -1.75 -4.57 76
0.72 -0.03 -1.79 -4.97 91
0.35 0.05 -1.78 -5.28 100
-0.17 -0.16 -1.73 -5.53 108
-0.10 -0.16 -1.66 -5.75 109
-0.54 -0.24 -1.56 -5.92 106
-0.97 -0.00 -1.34 -6.03 77
-0.69 -0.10 -1.14 -6.10 46
-0.81 -0.23 -0.95 -6.14 18
-0.72 -0.31 -0.79 -6.15 4
-0.31 -0.21 -0.67 -6.13 24
-0.31 -0.17 -0.59 -6.10 36
-0.14 -0.18 -0.54 -6.07 42
-0.04 -0.10 -0.51 -6.02 43
0.05 -0.03 -0.49 -5.97 42
0.30 -0.01 -0.49 -5.92 43
0.30 0.02 -0.52 -5.87 36
0.39 -0.02 -0.56 -5.82 24
0.46 -0.03 -0.61 -5.78 12
0.56 -0.07 -0.66 -5.75 0
0.52 -0.08 -0.71 -5.72 12
0.50 -0.08 -0.75 -5.69 22
0.42 -0.05 -0.78 -5.66 32
0.31 -0.02 -0.81 -5.62 45
0.22 -0.04 -0.85 -5.58 61
0.07 -0.08 -0.89 -5.53 80
-0.02 -0.06 -0.90 -5.45 93
-0.16 -0.10 -0.89 -5.37 102
-0.25 -0.22 -0.86 -5.28 107
-0.24 -0.25 -0.83 -5.17 111
-0.27 -0.24 -0.79 -5.05 114
-0.26 -0.22 -0.76 -4.91 118
-0.51 -0.14 -0.72 -4.76 125
-1.41 -0.19 -0.65 -4.58 133
-1.74 -0.17 -0.50 -4.31 127
-1.83 -0.16 -0.32 -4.05 110
-1.56 -0.09 -0.13 -3.76 86
-1.20 -0.17 -0.03 -3.46 78
-1.05 -0.15 0.06 0.31 192
-1.12 -0.13 0.15 0.63 183
-1.00 -0.07 0.27 0.95 166
-1.36 -0.02 0.35 1.28 161
-2.13 0.01 0.50 1.56 148
-1.95 0.13 0.69 2.01 123
-1.76 -0.11 0.84 2.39 101
-1.77 -0.19 1.00 2.78 78
-1.01 0.10 1.13 3.16 47
-1.19 -0.20 1.21 3.53 32
-1.07 -0.08 1.30 3.88 11
-0.57 -0.25 1.37 4.21 10
-0.03 0.09 1.38 4.51 28
0.19 0.13 1.37 4.81 40
-0.24 0.16 1.38 5.03 52
-0.32 0.05 1.40 5.23 67
-0.58 -0.05 1.35 5.41 60
-0.39 -0.06 1.28 5.57 48
-0.84 -0.41 1.24 5.73 36
-0.40 -0.45 1.19 5.83 28
0.38 -0.28 1.10 5.94 21
0.31 0.04 1.00 6.01 11
0.13 0.12 0.94 6.08 7
-0.03 -0.12 0.95 6.12 17
0.05 -0.23 0.96 6.13 33
0.05 -0.21 0.97 6.14 45
0.38 -0.13 0.94 6.11 54
0.26 0.02 0.92 6.07 61
0.24 0.10 0.93 6.01 80
0.37 0.13 0.92 5.93 92
0.80 0.00 0.86 5.80 99
0.88 -0.23 0.78 5.69 98
1.00 -0.28 0.70 5.52 99
1.01 -0.15 0.61 5.34 99
1.12 0.03 0.51 5.12 95
1.17 0.01 0.39 4.88 86
1.26 -0.09 0.28 4.62 80
1.25 -0.20 0.19 4.34 78
1.05 -0.18 0.12 3.99 78
0.80 -0.10 0.07 3.70 79
0.79 -0.09 0.02 3.39 79
0.81 -0.16 -0.03 -0.24 196
0.97 -0.14 -0.07 -0.31 191
1.00 -0.13 -0.13 -0.63 189
0.95 -0.14 -0.16 -0.95 194
1.22 -0.10 -0.18 -1.28 209
2.00 0.09 -0.25 -1.64 217
2.58 0.11 -0.46 -2.11 200
2.45 -0.07 -0.74 -2.53 155
1.88 -0.36 -1.02 -2.96 100
1.47 -0.29 -1.19 -3.38 65
1.26 -0.16 -1.32 -3.79 38
0.96 -0.04 -1.40 -4.17 16
0.78 -0.08 -1.47 -4.54 4
0.48 -0.23 -1.57 -4.88 37
0.65 -0.01 -1.65 -5.25 64
0.23 0.54 -1.71 -5.52 93
0.15 0.49 -1.69 -5.76 104
-0.09 0.02 -1.68 -5.95 118
-0.21 -0.33 -1.58 -6.11 111
-0.23 -0.33 -1.42 -6.23 88
-0.36 -0.30 -1.21 -6.31 50
-0.47 -0.51 -0.99 -6.37 9
-0.37 -0.50 -0.82 -6.40 22
-0.05 -0.39 -0.68 -6.42 51
0.08 -0.15 -0.60 -6.43 68
0.03 0.09 -0.56 -6.43 74
-0.05 0.15 -0.53 -6.42 76
0.40 0.05 -0.54 -6.41 73
0.59 -0.03 -0.59 -6.41 64
0.97 -0.14 -0.66 -6.42 52
1.15 -0.18 -0.79 -6.45 28
0.73 -0.22 -0.94 -6.48 10
0.44 -0.16 -1.03 -6.50 36
0.29 -0.03 -1.10 -6.51 64
0.11 0.12 -1.16 -6.50 89
-0.36 0.04 -1.15 -6.47 106
-0.43 -0.04 -1.12 -6.41 115
-0.64 0.01 -1.06 -6.32 120
-0.70 -0.05 -1.01 -6.20 129
-0.90 -0.07 -0.93 -6.09 131
-0.73 -0.11 -0.83 -5.88 128
-0.94 -0.12 -0.72 -5.69 119
-0.84 -0.22 -0.57 -5.47 100
-0.49 -0.27 -0.39 -5.25 61
-0.42 -0.34 -0.24 -5.03 31
-0.48 -0.26 -0.11 -4.80 5
-0.42 -0.17 0.00 -4.58 17
-0.33 -0.09 0.07 0.22 129
-0.43 -0.04 0.08 0.48 133
-0.41 0.00 0.07 0.70 143
-0.65 -0.04 0.06 0.91 156
-1.44 0.07 0.13 1.15 159
-1.62 0.07 0.25 1.42 149
-1.38 0.00 0.34 1.69 144
-0.99 -0.13 0.41 1.97 136
-1.22 -0.15 0.48 2.26 133
-1.60 -0.07 0.62 2.62 117
-1.15 -0.22 0.75 2.92 92
-1.05 -0.50 0.81 3.22 84
-1.27 -0.41 0.88 3.46 74
-1.35 -0.38 1.03 3.76 45
-0.64 -0.50 1.14 4.04 13
0.06 -0.43 1.19 4.28 14
0.11 0.18 1.20 4.50 31
-0.04 0.31 1.24 4.68 51
-0.59 0.51 1.32 4.88 78
-0.17 0.40 1.40 5.03 109
-0.03 0.16 1.40 5.14 124
0.08 -0.05 1.39 5.22 137
0.61 -0.30 1.29 5.27 135
0.76 -0.36 1.10 5.28 106
0.73 -0.06 0.85 5.25 59
0.70 0.12 0.62 5.20 17
0.61 0.09 0.43 5.12 18
0.64 -0.21 0.29 5.05 44
0.50 -0.49 0.18 4.96 64
0.20 -0.48 0.14 4.86 70
0.13 -0.23 0.15 4.76 62
0.14 0.00 0.17 4.67 53
-0.14 0.14 0.20 4.57 46
-0.35 0.01 0.28 4.49 26
-0.12 -0.17 0.36 4.41 4
-0.05 -0.24 0.40 4.30 11
-0.17 -0.21 0.43 4.22 21
-0.26 -0.12 0.47 4.14 33
-0.14 -0.04 0.51 4.06 46
0.13 -0.06 0.52 3.99 56
0.26 -0.08 0.51 3.89 63
0.38 -0.17 0.49 3.78 70
0.49 -0.08 0.48 3.66 79
0.66 -0.02 0.45 3.49 87
0.81 -0.01 0.40 3.34 91
0.89 -0.03 0.34 3.16 93
0.88 -0.07 0.27 2.97 93
0.74 -0.12 0.21 2.76 91
0.71 -0.13 0.16 2.55 91
0.59 -0.08 0.11 2.33 87
0.55 -0.07 0.05 2.11 80
0.55 -0.10 -0.03 -0.18 141
0.57 -0.19 -0.08 -0.27 131
1.07 -0.21 -0.14 -0.50 130
1.13 -0.23 -0.20 -0.75 131
1.39 -0.05 -0.21 -1.02 148
1.86 0.02 -0.26 -1.31 160
2.10 0.00 -0.37 -1.63 161
2.12 -0.10 -0.51 -1.97 150
1.96 -0.20 -0.71 -2.33 121
1.19 -0.27 -0.92 -2.76 76
0.75 -0.27 -1.08 -3.10 36
0.65 -0.15 -1.16 -3.42 11
0.91 -0.08 -1.22 -3.73 1
0.50 -0.29 -1.28 -4.01 22
0.84 -0.21 -1.33 -4.28 37
0.57 0.25 -1.37 -4.53 52
0.51 0.50 -1.36 -4.76 56
0.41 0.37 -1.35 -4.96 59
0.18 0.15 -1.35 -5.17 69
-0.15 0.08 -1.29 -5.29 72
-0.14 0.05 -1.20 -5.40 62
-0.03 -0.13 -1.12 -5.50 50
-0.23 -0.27 -1.01 -5.56 35
-0.45 -0.28 -0.88 -5.60 18
-0.34 -0.26 -0.75 -5.61 3
-0.16 -0.27 -0.63 -5.61 27
0.16 -0.16 -0.55 -5.61 44
0.38 -0.07 -0.55 -5.61 44
0.41 -0.05 -0.59 -5.60 34
0.36 -0.05 -0.63 -5.60 23
0.21 -0.09 -0.63 -5.59 18
0.13 -0.16 -0.62 -5.57 16
0.26 -0.20 -0.61 -5.56 18
0.22 -0.19 -0.61 -5.53 14
0.33 -0.12 -0.64 -5.51 6
0.37 -0.05 -0.67 -5.49 3
0.33 -0.01 -0.70 -5.46 12
0.43 -0.00 -0.73 -5.44 22
0.49 0.01 -0.78 -5.41 36
0.36 0.01 -0.84 -5.39 55
-0.00 -0.01 -0.88 -5.35 75
-0.35 -0.12 -0.86 -5.29 86
-0.45 -0.14 -0.82 -5.21 89
-0.43 -0.11 -0.76 -5.09 91
-0.44 -0.09 -0.71 -4.97 91
-0.40 -0.05 -0.67 -4.84 93
-0.39 -0.03 -0.63 -4.70 96
-0.34 -0.04 -0.60 -4.55 99
-0.50 -0.06 -0.56 -4.42 103
-0.95 -0.13 -0.49 -4.23 104
-1.07 -0.15 -0.36 -4.02 90
-0.93 -0.08 -0.24 -3.75 76
-0.89 -0.05 -0.14 -3.52 66
-0.92 -0.07 -0.06 -3.27 59
-0.96 -0.04 0.01 -3.01 56
-1.05 -0.16 0.06 0.27 163
-1.04 -0.25 0.11 0.54 166
-0.76 -0.29 0.15 0.82 167
-1.01 -0.27 0.17 1.11 174
-2.04 -0.14 0.31 1.42 167
-2.08 -0.03 0.53 1.83 138
-1.67 -0.05 0.71 2.18 107
-1.07 -0.23 0.83 2.52 86
-1.45 -0.26 0.96 2.87 64
-1.21 -0.00 1.13 3.21 25
-0.61 -0.28 1.24 3.53 7
-0.04 0.03 1.26 3.76 27
0.09 0.12 1.27 4.01 42
-0.63 0.37 1.31 4.29 57
-0.58 0.43 1.40 4.50 85
0.13 0.22 1.44 4.67 113
0.75 0.29 1.39 4.80 125
0.58 -0.38 1.23 4.89 106
-0.27 -0.62 1.06 4.96 67
-0.37 -0.53 0.92 5.02 31
0.62 -0.15 0.72 5.06 6
0.70 -0.26 0.54 5.07 36
0.30 -0.46 0.41 5.06 61
-0.04 -0.34 0.37 5.05 70
-0.17 -0.07 0.37 5.04 68
-0.24 0.09 0.41 5.03 58
-0.21 0.16 0.45 5.01 44
-0.34 0.14 0.50 5.00 32
-0.20 -0.06 0.55 4.98 14
-0.17 -0.18 0.62 4.96 8
-0.02 -0.20 0.69 4.93 34
0.13 -0.10 0.76 4.88 61
0.39 0.07 0.79 4.82 85
0.57 0.08 0.78 4.73 101
0.55 -0.04 0.77 4.63 114
0.89 -0.22 0.74 4.49 129
1.27 -0.21 0.68 4.32 140
1.46 -0.03 0.58 4.12 142
1.38 0.04 0.44 3.93 129
1.47 -0.02 0.28 3.62 116
1.27 -0.07 0.05 3.34 74
0.92 -0.14 -0.14 3.06 35
0.88 -0.27 -0.30 2.78 5
0.73 -0.28 -0.41 2.49 18
0.65 -0.10 -0.48 2.22 31
0.63 0.01 -0.50 1.95 30
0.75 0.08 -0.50 1.69 23
0.81 0.08 -0.49 1.37 10
0.62 -0.05 -0.48 1.11 4
0.38 -0.14 -0.45 0.86 5
0.08 -0.14 -0.37 0.68 23
0.19 -0.08 -0.27 0.46 50
0.47 0.01 -0.19 0.24 78
0.64 0.03 -0.15 0.03 98
0.82 -0.03 -0.15 -0.20 109
0.94 -0.09 -0.18 -0.43 115
0.91 -0.13 -0.21 -0.72 121
1.09 -0.13 -0.25 -0.97 125
1.15 -0.12 -0.32 -1.23 123
1.36 -0.12 -0.40 -1.50 119
1.41 -0.01 -0.53 -1.78 101
1.22 -0.02 -0.69 -2.07 70
1.02 -0.04 -0.82 -2.36 44
0.57 -0.14 -0.92 -2.63 16
0.70 -0.33 -1.02 -2.94 7
0.99 0.04 -1.09 -3.14 23
0.89 0.07 -1.14 -3.38 36
0.68 -0.03 -1.15 -3.60 40
0.73 -0.01 -1.14 -3.82 35
0.66 0.07 -1.12 -4.02 33
0.40 0.09 -1.11 -4.20 34
0.35 -0.04 -1.08 -4.37 33
0.33 -0.13 -1.06 -4.55 29
0.21 -0.17 -1.03 -4.68 29
0.13 -0.14 -0.99 -4.79 28
-0.00 -0.10 -0.95 -4.88 26
0.21 -0.09 -0.91 -4.96 21
0.30 -0.06 -0.88 -5.03 19
0.28 0.01 -0.89 -5.07 25
0.13 0.13 -0.87 -5.12 27
0.10 0.06 -0.84 -5.15 26
0.06 -0.05 -0.80 -5.17 24
-0.05 -0.16 -0.78 -5.17 26
-0.03 -0.20 -0.76 -5.16 31
-0.03 -0.20 -0.76 -5.14 38
-0.08 -0.15 -0.76 -5.11 47
-0.04 -0.05 -0.76 -5.06 58
-0.28 -0.04 -0.75 -5.00 67
-0.50 -0.07 -0.70 -4.92 70
-0.59 -0.07 -0.64 -4.80 69
-0.76 -0.09 -0.57 -4.67 68
-0.70 -0.10 -0.50 -4.53 66
-0.58 -0.08 -0.46 -4.38 69
-0.43 -0.07 -0.44 -4.24 75
-0.67 -0.08 -0.40 -4.07 80
-0.76 -0.09 -0.32 -3.87 75
-0.73 -0.10 -0.24 -3.67 67
-0.42 -0.10 -0.19 -3.46 62
-0.49 -0.15 -0.16 -3.21 66
-0.62 -0.11 -0.12 -2.99 67
-0.87 -0.09 -0.06 -2.76 65
-0.72 -0.06 0.01 -2.53 57
-0.55 -0.05 0.05 0.23 144
-0.54 -0.07 0.07 0.23 139
-0.45 -0.05 0.08 0.47 142
-0.24 -0.01 0.09 0.69 143
-0.49 -0.01 0.09 0.96 152
-1.20 0.10 0.16 1.15 150
-1.60 -0.07 0.31 1.41 131
-1.59 -0.19 0.46 1.68 111
-1.04 -0.44 0.54 1.96 99
-0.94 -0.48 0.56 2.23 102
-1.38 -0.40 0.59 2.52 111
-1.60 -0.00 0.69 2.82 101
-1.21 0.13 0.81 3.11 79
-0.96 0.18 0.95 3.46 49
-0.76 0.38 1.11 3.74 7
-0.37 0.09 1.25 3.99 35
-0.28 -0.08 1.34 4.22 69
-0.23 -0.29 1.40 4.41 97
-0.34 -0.29 1.45 4.59 118
0.26 -0.13 1.45 4.72 140
0.76 0.01 1.39 4.81 149
1.25 0.12 1.22 4.85 138
1.24 0.20 0.96 4.84 97
0.59 0.01 0.72 4.81 50
0.52 -0.28 0.57 4.75 23
0.90 -0.44 0.37 4.67 11
0.96 -0.41 0.17 4.57 48
0.45 -0.36 0.02 4.47 81
-0.06 -0.08 -0.01 -0.10 64
-0.08 0.14 0.01 -0.09 67
0.14 0.12 0.03 -0.11 71
0.22 -0.02 0.02 -0.09 69
-0.04 -0.21 0.01 -0.09 63
-0.14 -0.28 0.04 -0.07 65
-0.01 -0.18 0.09 -0.08 75
0.14 -0.03 0.12 -0.16 89
0.28 0.00 0.13 -0.24 98
0.40 -0.03 0.14 -0.33 108
0.51 -0.10 0.13 -0.46 114
0.49 -0.13 0.08 -0.56 112
0.33 -0.10 0.04 -0.68 104
0.16 -0.05 0.00 -0.11 74
0.42 0.04 -0.03 -0.11 68
1.01 0.05 -0.11 -0.13 58
0.95 -0.05 -0.22 -0.27 41
0.63 -0.11 -0.31 -0.39 23
0.14 -0.12 -0.32 -0.53 19
-0.02 -0.10 -0.30 -0.68 23
-0.01 -0.08 -0.26 -0.79 31
0.34 -0.07 -0.23 -0.91 43
0.64 -0.10 -0.23 -1.03 49
0.77 -0.11 -0.27 -1.15 49
0.63 -0.11 -0.29 -1.28 49
0.62 -0.11 -0.29 -1.42 56
0.71 -0.09 -0.29 -1.56 65
0.74 -0.08 -0.31 -1.74 71
0.83 -0.09 -0.34 -1.89 73
0.83 -0.10 -0.39 -2.05 69
0.82 -0.11 -0.45 -2.18 60
0.77 -0.16 -0.51 -2.35 51
0.72 -0.18 -0.55 -2.51 44
0.82 -0.15 -0.62 -2.68 33
0.78 -0.11 -0.70 -2.85 17
0.73 -0.06 -0.76 -3.01 4
0.76 -0.07 -0.82 -3.20 5
0.64 0.05 -0.86 -3.36 15
0.64 0.01 -0.88 -3.51 20
0.42 -0.09 -0.89 -3.64 26
-0.03 -0.15 -0.87 -3.76 27
-0.40 -0.04 -0.79 -3.85 21
-0.21 0.07 -0.70 -3.90 9
0.21 0.17 -0.66 -3.96 1
0.17 0.08 -0.65 -4.02 2
0.06 -0.04 -0.64 -4.06 6
0.34 -0.07 -0.64 -4.09 7
0.41 -0.11 -0.65 -4.13 10
0.49 -0.11 -0.68 -4.16 17
0.48 -0.07 -0.72 -4.19 27
0.30 -0.01 -0.75 -4.21 39
0.08 0.02 -0.76 -4.23 48
-0.04 -0.00 -0.74 -4.23 50
-0.31 -0.06 -0.69 -4.21 51
-0.26 -0.10 -0.64 -4.18 49
-0.13 -0.10 -0.60 -4.14 45
-0.01 -0.09 -0.57 -4.08 43
-0.16 -0.09 -0.55 -4.02 46
-0.22 -0.08 -0.51 -3.95 46
-0.25 -0.07 -0.48 -3.87 45
-0.22 -0.07 -0.45 -3.78 46
-0.20 -0.08 -0.43 -3.67 49
-0.17 -0.06 -0.42 -3.56 54
-0.17 -0.07 -0.42 -3.45 62
-0.14 -0.06 -0.43 -3.34 71
-0.36 -0.05 -0.43 -3.22 82
-0.78 -0.05 -0.39 -3.08 87
-0.87 -0.03 -0.31 -2.92 84
-0.77 -0.02 -0.24 -2.78 77
-0.72 -0.10 -0.18 -2.56 77
-0.69 -0.15 -0.13 -2.37 76
-0.93 -0.14 -0.08 -2.16 79
-1.18 -0.11 -0.04 -1.93 85
-1.32 -0.10 0.01 0.24 162
-1.37 -0.03 0.05 0.26 163
-1.34 -0.10 0.11 0.54 168
-0.99 -0.21 0.13 0.83 176
-1.44 -0.17 0.15 1.13 194
-1.98 -0.04 0.25 1.53 198
-1.98 0.07 0.45 1.89 172
-1.55 -0.36 0.65 2.25 134
-1.67 -0.17 0.85 2.62 98
-1.45 0.16 1.06 2.99 54
-1.42 -0.25 1.31 3.35 2
-0.63 -0.15 1.54 3.69 71
-0.17 -0.16 1.62 3.93 108
-0.07 0.06 1.61 4.24 120
-0.08 0.04 1.64 4.46 141
0.36 -0.25 1.64 4.64 167
1.49 0.20 1.52 4.75 172
1.57 -0.14 1.22 4.80 130
1.30 -0.18 0.85 4.80 59
0.65 -0.11 0.62 4.78 14
0.70 -0.24 0.46 4.73 12
0.77 -0.35 0.31 4.67 37
0.89 -0.32 0.18 4.56 55
0.66 -0.26 0.07 4.46 73
-0.12 -0.02 0.02 -0.09 68
-0.54 0.02 0.07 -0.08 70
-0.26 -0.03 0.18 -0.07 94
0.18 0.02 0.26 -0.14 120
0.27 0.01 0.29 -0.21 137
0.56 -0.05 0.29 -0.30 149
0.67 -0.08 0.22 -0.43 145
0.63 -0.12 0.12 -0.55 130
0.37 -0.09 0.04 -0.68 113
0.43 -0.04 -0.01 -0.13 82
1.17 -0.03 -0.08 -0.15 78
1.31 -0.02 -0.22 -0.32 59
0.93 -0.01 -0.38 -0.49 27
0.43 -0.06 -0.45 -0.66 11
0.18 -0.14 -0.44 -0.82 11
0.14 -0.15 -0.41 -1.00 17
0.42 -0.12 -0.41 -1.14 21
0.68 -0.07 -0.44 -1.29 21
0.60 -0.01 -0.46 -1.41 17
0.63 -0.00 -0.48 -1.55 17
0.64 -0.07 -0.49 -1.70 21
0.52 -0.12 -0.47 -1.84 28
0.54 -0.16 -0.46 -1.99 36
0.47 -0.16 -0.46 -2.15 41
0.47 -0.08 -0.45 -2.29 46
0.44 -0.01 -0.44 -2.42 49
0.52 0.03 -0.44 -2.55 54
0.61 -0.01 -0.45 -2.69 57
0.70 -0.09 -0.49 -2.82 53
0.57 -0.13 -0.54 -2.96 42
0.51 -0.13 -0.58 -3.09 34
0.40 -0.16 -0.61 -3.18 25
0.39 -0.15 -0.63 -3.32 20
0.32 -0.14 -0.65 -3.43 12
0.21 0.01 -0.66 -3.53 7
0.26 0.03 -0.65 -3.62 8
0.30 -0.04 -0.64 -3.70 9
0.43 -0.10 -0.65 -3.78 7
0.26 -0.14 -0.67 -3.84 1
0.25 -0.12 -0.68 -3.91 6
0.28 -0.11 -0.69 -3.97 12
0.29 -0.02 -0.71 -4.01 20
0.16 0.06 -0.73 -4.05 31
-0.06 -0.05 -0.71 -4.07 34
-0.35 -0.19 -0.66 -4.07 32
-0.48 -0.18 -0.59 -4.05 27
-0.29 -0.06 -0.52 -4.02 20
-0.17 0.00 -0.49 -3.98 20
-0.14 -0.01 -0.48 -3.92 26
-0.28 -0.05 -0.48 -3.86 35
-0.46 -0.07 -0.45 -3.78 39
-0.37 -0.08 -0.41 -3.69 38
-0.27 -0.06 -0.39 -3.59 41
-0.25 -0.03 -0.38 -3.49 46
-0.28 -0.03 -0.35 -3.38 48
-0.22 -0.06 -0.33 -3.26 50
-0.19 -0.09 -0.32 -3.17 53
-0.61 -0.07 -0.29 -3.01 58
-0.76 -0.05 -0.23 -2.86 56
-0.68 -0.01 -0.19 -2.70 58
-0.53 -0.00 -0.16 -2.54 61
-0.36 -0.03 -0.15 -2.37 64
-0.31 -0.08 -0.14 -2.20 68
-0.48 -0.10 -0.12 -2.02 73
-0.61 -0.06 -0.08 -1.84 74
-0.62 -0.04 -0.04 -1.61 75
-0.80 -0.06 0.01 0.20 130
-0.62 -0.04 0.06 0.20 119
-0.42 -0.06 0.12 0.40 108
-0.11 -0.09 0.16 0.59 98
-0.09 -0.09 0.16 0.77 99
-0.59 -0.11 0.19 0.92 97
-0.93 -0.01 0.29 1.11 83
-1.08 0.01 0.43 1.31 58
-0.64 -0.12 0.55 1.54 31
-0.33 -0.10 0.61 1.73 14
-0.31 -0.04 0.60 1.90 15
-0.48 -0.12 0.61 2.07 13
-0.53 -0.23 0.62 2.23 12
-0.40 -0.28 0.61 2.38 16
-0.15 -0.20 0.58 2.52 21
-0.04 -0.19 0.56 2.65 21
-0.26 -0.10 0.58 2.79 13
-0.06 -0.06 0.63 2.87 4
0.04 0.01 0.65 2.95 17
0.19 -0.03 0.64 3.02 24
0.26 -0.10 0.61 3.07 28
0.23 -0.14 0.58 3.10 28
-0.11 -0.13 0.56 3.12 26
-0.14 -0.04 0.57 3.14 33
0.14 0.05 0.56 3.14 40
0.51 -0.03 0.53 3.12 44
0.64 -0.10 0.47 3.08 42
0.71 -0.09 0.40 3.02 39
0.78 -0.11 0.34 2.96 40
0.59 -0.10 0.30 2.86 40
0.51 -0.06 0.26 2.75 43
0.62 -0.03 0.23 2.63 47
0.68 -0.01 0.20 2.50 50
0.69 -0.01 0.14 2.33 50
0.69 -0.04 0.09 2.17 46
0.69 -0.04 0.03 2.01 44
0.72 -0.06 -0.02 -0.17 111
0.66 -0.08 -0.07 -0.18 101
0.47 -0.08 -0.10 -0.36 100
0.38 -0.08 -0.10 -0.54 105
0.43 -0.08 -0.09 -0.68 114
0.50 -0.07 -0.08 -0.86 123
0.69 -0.06 -0.08 -1.08 134
1.54 0.00 -0.13 -1.30 146
1.91 -0.04 -0.27 -1.54 136
2.03 -0.04 -0.49 -1.81 102
1.53 0.06 -0.72 -2.09 57
1.06 0.03 -0.91 -2.37 15
0.45 -0.16 -1.04 -2.62 23
0.07 -0.22 -1.12 -2.85 55
0.11 -0.12 -1.15 -3.10 72
-0.05 -0.02 -1.14 -3.27 83
-0.02 -0.02 -1.12 -3.42 88
-0.15 -0.04 -1.08 -3.54 91
-0.41 -0.06 -1.05 -3.62 100
-1.21 -0.10 -0.97 -3.66 108
-1.53 -0.14 -0.75 -3.65 81
-0.98 -0.25 -0.52 -3.61 39
-0.61 -0.30 -0.37 -3.54 13
-0.47 -0.19 -0.25 -3.46 7
-0.32 -0.03 -0.14 -3.40 30
-0.23 -0.01 -0.05 -3.32 50
-0.16 -0.05 0.00 0.08 53
-0.06 -0.12 0.02 0.08 46
0.06 -0.15 0.01 0.07 47
0.02 -0.10 -0.02 0.07 51
-0.10 -0.04 -0.03 0.07 53
-0.04 -0.01 -0.03 0.08 53
0.02 -0.05 -0.03 0.06 49
0.03 -0.08 -0.02 0.06 46
0.03 -0.11 -0.02 0.04 41
0.11 -0.09 -0.02 0.05 38
0.16 -0.06 -0.02 0.04 36
0.14 -0.04 -0.03 0.04 34
0.14 -0.05 -0.03 0.03 32
0.17 -0.08 -0.04 0.03 31
0.18 -0.09 -0.05 0.03 30
0.18 -0.08 -0.06 0.02 28
0.18 -0.06 -0.06 0.02 28
0.20 -0.05 -0.07 0.01 26
0.18 -0.06 -0.08 0.01 25
0.18 -0.07 -0.08 0.00 24
0.18 -0.07 -0.09 0.00 24
0.17 -0.08 -0.09 -0.00 24
0.16 -0.08 -0.10 -0.00 24
0.16 -0.07 -0.10 -0.01 24
0.16 -0.06 -0.11 -0.01 24
0.16 -0.06 -0.12 -0.02 25
0.15 -0.08 -0.12 -0.03 25
0.13 -0.07 -0.13 -0.04 26
0.12 -0.06 -0.13 -0.05 27
0.09 -0.07 -0.14 -0.06 28
0.08 -0.05 -0.14 -0.07 29
0.06 -0.05 -0.14 -0.08 29
0.02 -0.06 -0.14 -0.09 30
-0.02 -0.06 -0.13 -0.09 29
-0.04 -0.07 -0.12 -0.09 27
-0.04 -0.06 -0.11 -0.09 26
-0.07 -0.07 -0.10 -0.08 27
-0.14 -0.07 -0.09 -0.07 28
-0.18 -0.09 -0.08 0.01 32
-0.19 -0.10 -0.07 0.02 32
-0.09 -0.10 -0.06 0.02 30
-0.01 -0.10 -0.06 0.02 30
-0.02 -0.09 -0.07 0.02 33
-0.04 -0.09 -0.07 0.02 35
-0.04 -0.08 -0.07 0.02 36
0.00 -0.09 -0.08 0.02 36
0.02 -0.07 -0.08 0.02 38
-0.03 -0.08 -0.09 0.02 40
-0.06 -0.07 -0.09 0.03 41
-0.07 -0.06 -0.09 0.03 42
-0.12 -0.08 -0.09 0.03 44
-0.10 -0.09 -0.08 0.03 44
-0.06 -0.10 -0.08 0.03 44
